scrubbed_family,scrubbed_genus,scrubbed_species_binomial,trait_name,trait_value,unit,method,latitude,longitude,elevation_m,url_source,source_citation,project_pi,verbatim_family,verbatim_scientific_name,name_submitted,family_matched,name_matched,name_matched_author,higher_plant_group,tnrs_warning,matched_taxonomic_status,scrubbed_taxonomic_status,scrubbed_family.1,scrubbed_genus.1,scrubbed_specific_epithet,scrubbed_taxon_name_no_author,scrubbed_taxon_canonical,scrubbed_author,scrubbed_taxon_name_with_author,scrubbed_species_binomial_with_morphospecies,access,id
Cactaceae,Opuntia,Opuntia dillenii,whole plant growth form diversity,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia dillenii,Cactaceae Opuntia dillenii,Cactaceae,Opuntia dillenii,(Ker Gawl.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,dillenii,Opuntia dillenii,Opuntia dillenii,(Ker Gawl.) Haw.,Opuntia dillenii (Ker Gawl.) Haw.,Opuntia dillenii,public,4563573
Cactaceae,Opuntia,Opuntia discolor,whole plant growth form,Herb,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia discolor,Cactaceae Opuntia discolor,Cactaceae,Opuntia discolor,Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,discolor,Opuntia discolor,Opuntia discolor,Britton & Rose,Opuntia discolor Britton & Rose,Opuntia discolor,public,4563574
Cactaceae,Opuntia,Opuntia discolor,whole plant growth form diversity,Herb,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia discolor,Cactaceae Opuntia discolor,Cactaceae,Opuntia discolor,Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,discolor,Opuntia discolor,Opuntia discolor,Britton & Rose,Opuntia discolor Britton & Rose,Opuntia discolor,public,4563575
Cactaceae,Opuntia,Opuntia eburnispina,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia eburnispina,Cactaceae Opuntia eburnispina,Cactaceae,Opuntia eburnispina,Small,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,eburnispina,Opuntia eburnispina,Opuntia eburnispina,Small,Opuntia eburnispina Small,Opuntia eburnispina,public,4563576
Cactaceae,Opuntia,Opuntia eburnispina,whole plant growth form diversity,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia eburnispina,Cactaceae Opuntia eburnispina,Cactaceae,Opuntia eburnispina,Small,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,eburnispina,Opuntia eburnispina,Opuntia eburnispina,Small,Opuntia eburnispina Small,Opuntia eburnispina,public,4563577
Cactaceae,Opuntia,Opuntia edwardsii,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia edwardsii,Cactaceae Opuntia edwardsii,Cactaceae,Opuntia edwardsii,V.E. Grant & K.A. Grant,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,edwardsii,Opuntia edwardsii,Opuntia edwardsii,V.E. Grant & K.A. Grant,Opuntia edwardsii V.E. Grant & K.A. Grant,Opuntia edwardsii,public,4563578
Cactaceae,Opuntia,Opuntia edwardsii,whole plant growth form diversity,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia edwardsii,Cactaceae Opuntia edwardsii,Cactaceae,Opuntia edwardsii,V.E. Grant & K.A. Grant,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,edwardsii,Opuntia edwardsii,Opuntia edwardsii,V.E. Grant & K.A. Grant,Opuntia edwardsii V.E. Grant & K.A. Grant,Opuntia edwardsii,public,4563579
Cactaceae,Opuntia,Opuntia elata,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia elata,Cactaceae Opuntia elata,Cactaceae,Opuntia elata,Link & Otto ex Salm-Dyck,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,elata,Opuntia elata,Opuntia elata,Link & Otto ex Salm-Dyck,Opuntia elata Link & Otto ex Salm-Dyck,Opuntia elata,public,4563580
Cactaceae,Opuntia,Opuntia elata,whole plant growth form diversity,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia elata,Cactaceae Opuntia elata,Cactaceae,Opuntia elata,Link & Otto ex Salm-Dyck,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,elata,Opuntia elata,Opuntia elata,Link & Otto ex Salm-Dyck,Opuntia elata Link & Otto ex Salm-Dyck,Opuntia elata,public,4563581
Cactaceae,Opuntia,Opuntia ellisiana,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia ellisiana,Cactaceae Opuntia ellisiana,Cactaceae,Opuntia ellisiana,Griffiths,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,ellisiana,Opuntia ellisiana,Opuntia ellisiana,Griffiths,Opuntia ellisiana Griffiths,Opuntia ellisiana,public,4563582
Cactaceae,Opuntia,Opuntia ellisiana,whole plant growth form diversity,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia ellisiana,Cactaceae Opuntia ellisiana,Cactaceae,Opuntia ellisiana,Griffiths,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,ellisiana,Opuntia ellisiana,Opuntia ellisiana,Griffiths,Opuntia ellisiana Griffiths,Opuntia ellisiana,public,4563583
Cactaceae,Opuntia,Opuntia engelmannii,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia engelmannii,Cactaceae Opuntia engelmannii,Cactaceae,Opuntia engelmannii,Salm-Dyck,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,engelmannii,Opuntia engelmannii,Opuntia engelmannii,Salm-Dyck,Opuntia engelmannii Salm-Dyck,Opuntia engelmannii,public,4563584
Cactaceae,Opuntia,Opuntia engelmannii,whole plant growth form diversity,Tree_Herb_Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia engelmannii,Cactaceae Opuntia engelmannii,Cactaceae,Opuntia engelmannii,Salm-Dyck,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,engelmannii,Opuntia engelmannii,Opuntia engelmannii,Salm-Dyck,Opuntia engelmannii Salm-Dyck,Opuntia engelmannii,public,4563585
Cactaceae,Opuntia,Opuntia erinacea,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia erinacea,Cactaceae Opuntia erinacea,Cactaceae,Opuntia erinacea,Engelm. & J.M. Bigelow,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,erinacea,Opuntia erinacea,Opuntia erinacea,Engelm. & J.M. Bigelow,Opuntia erinacea Engelm. & J.M. Bigelow,Opuntia erinacea,public,4563586
Cactaceae,Opuntia,Opuntia fragilis,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia fragilis,Cactaceae Opuntia fragilis,Cactaceae,Opuntia fragilis,(Nutt.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,fragilis,Opuntia fragilis,Opuntia fragilis,(Nutt.) Haw.,Opuntia fragilis (Nutt.) Haw.,Opuntia fragilis,public,4563587
Cactaceae,Opuntia,Opuntia erinacea,whole plant growth form diversity,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia erinacea,Cactaceae Opuntia erinacea,Cactaceae,Opuntia erinacea,Engelm. & J.M. Bigelow,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,erinacea,Opuntia erinacea,Opuntia erinacea,Engelm. & J.M. Bigelow,Opuntia erinacea Engelm. & J.M. Bigelow,Opuntia erinacea,public,4563588
Cactaceae,Opuntia,Opuntia linguiformis,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia linguiformis,Cactaceae Opuntia linguiformis,Cactaceae,Opuntia linguiformis,Griffiths,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,linguiformis,Opuntia linguiformis,Opuntia linguiformis,Griffiths,Opuntia linguiformis Griffiths,Opuntia linguiformis,public,4563589
